"﻿""Keyword""",SERP features,Volume,KD,CPC,servicesartisans.fr/: URL,servicesartisans.fr/: Organic Position,servicesartisans.fr/: Organic Traffic,servicesartisans.fr/: Ad title,servicesartisans.fr/: Ad display URL,servicesartisans.fr/: Ad description,servicesartisans.fr/: Ad block,servicesartisans.fr/: Ad position,servicesartisans.fr/: Paid traffic,pagesjaunes.fr/: URL,pagesjaunes.fr/: Organic Position,pagesjaunes.fr/: Organic Traffic,pagesjaunes.fr/: Ad title,pagesjaunes.fr/: Ad display URL,pagesjaunes.fr/: Ad description,pagesjaunes.fr/: Ad block,pagesjaunes.fr/: Ad position,pagesjaunes.fr/: Paid traffic,travaux.com/: URL,travaux.com/: Organic Position,travaux.com/: Organic Traffic,travaux.com/: Ad title,travaux.com/: Ad display URL,travaux.com/: Ad description,travaux.com/: Ad block,travaux.com/: Ad position,travaux.com/: Paid traffic,izi-by-edf.fr/: URL,izi-by-edf.fr/: Organic Position,izi-by-edf.fr/: Organic Traffic,izi-by-edf.fr/: Ad title,izi-by-edf.fr/: Ad display URL,izi-by-edf.fr/: Ad description,izi-by-edf.fr/: Ad block,izi-by-edf.fr/: Ad position,izi-by-edf.fr/: Paid traffic,Updated
white pages,"Sitelinks, Video preview",500,21,0.42,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 16:47:59
pharmacie la queue les yvelines,"Thumbnail, Knowledge panel",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/la-queue-lez-yvelines-78/pharmacies,5,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 00:23:40
terravia,"Sitelinks, Local pack, Thumbnail",500,0,0.43,,,,,,,,,,https://www.pagesjaunes.fr/pros/50118898,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 10:17:40
o bistronome,"Sitelinks, People also ask",500,0,0.35,,,,,,,,,,https://www.pagesjaunes.fr/pros/54668928,6,34,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 20:11:35
coiffeur saint cloud,"Local pack, Thumbnail",500,1,0.39,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-cloud-92/coiffeurs,9,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 19:17:02
maaf rochefort,"People also ask, Sitelinks",500,0,0.81,,,,,,,,,,https://www.pagesjaunes.fr/pros/05239940,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 02:25:09
century 21 pont audemer,"Thumbnail, Video preview",500,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/09142769,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 18:21:53
grand frais mont de marsan,"People also ask, Knowledge panel, Video preview",500,10,10.00,,,,,,,,,,https://www.pagesjaunes.fr/pros/56726766,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-23 23:47:29
couvreur vannes,"Local pack, People also ask, Sitelinks",500,4,1.77,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/vannes-56/couvreur,2,175,,,,,,,https://www.travaux.com/couverture-toiture/couvreur-professionnels/vannes,13,9,,,,,,,,,,,,,,,,2026-04-08 01:24:33
bureau vallée chartres,Sitelinks,500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/08929056,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 00:25:51
pharmacie robinson,"Local pack, Thumbnail, People also ask",500,0,0.25,,,,,,,,,,https://www.pagesjaunes.fr/pros/04591269,5,8,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 12:19:01
spa narbonne adoption,People also ask,500,2,0.01,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/narbonne-11/refuges-fourrieres-pour-animaux,9,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 04:34:41
cuisinella dunkerque,"Thumbnail, People also ask, Sitelinks",500,0,0.62,,,,,,,,,,https://www.pagesjaunes.fr/pros/07057526,6,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 01:59:01
marignan immobilier,"Sitelinks, Local pack, People also ask",500,0,0.53,,,,,,,,,,https://www.pagesjaunes.fr/pros/62369780,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 00:24:02
credit agricole sud rhones alpes,,500,43,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/00452142,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 11:19:24
mairie maisons laffitte,"Local pack, Sitelinks, People also ask, Video preview",500,0,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/00193793,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 02:34:27
quick montauban,"Thumbnail, People also ask, Sitelinks",500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/51162088,4,23,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 19:21:12
boutique nespresso paris,"People also ask, Thumbnail",500,0,0.23,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/paris-75/nespresso,5,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 01:40:37
zeeman reims,"People also ask, Thumbnail, Sitelinks, Video preview",500,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/52869947,10,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 04:27:04
magasin.bricolage,,500,77,0.09,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/romainville-93/bricolage-outillage,2,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-17 10:43:53
magasin de chocolat,"People also ask, Sitelinks",500,52,0.28,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-remy-de-provence-13/chocolat,5,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-27 14:54:32
vival sassenage,Thumbnail,500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/58620996,4,11,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 07:12:28
laboratoire wattignies,"Local pack, People also ask, Sitelinks",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/nord-pas-de-calais/laboratoire-photo,8,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 19:32:22
pharmacie arconnay,Knowledge panel,500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/02973172,5,22,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 22:09:31
serre de bon pain,Sitelinks,500,0,0.68,,,,,,,,,,https://www.pagesjaunes.fr/pros/02288674,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 19:35:14
fenetre autour de moi,"People also ask, Sitelinks",500,7,1.86,,,,,,,,,,https://www.pagesjaunes.fr/activites/fenetres.html,3,60,,,,,,,https://www.travaux.com/ebenisterie/menuisier-professionnels,6,31,,,,,,,,,,,,,,,,2026-04-08 16:41:49
sandaya les mathes,"Sitelinks, People also ask, Video preview, Thumbnail",500,0,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/60254177,10,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 15:15:15
espace de marque,"Sitelinks, Local pack, Video preview",500,23,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/50398563,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 21:53:28
la poste saint laurent du var,Local pack,500,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/09529676,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 17:09:12
olivier nain,"Thumbnail, People also ask, Sitelinks, Video preview",500,0,0.17,,,,,,,,,,https://jardinage.pagesjaunes.fr/astuce/voir/396317/olivier-nain,3,56,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-07 02:35:44
pharmacie epone,"People also ask, Knowledge panel, Thumbnail",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/51419534,4,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31 00:47:30
piscine creil,"Local pack, Thumbnail, Video preview",500,0,1.10,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/creil-60/piscines-etablissements,8,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 23:01:59
bossu cuvelier,"Local pack, Thumbnail",500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/00558762,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 02:35:15
profil+,"Local pack, Sitelinks, Thumbnail, Video preview",500,2,0.19,,,,,,,,,,https://www.pagesjaunes.fr/pros/51171161,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 13:06:45
magasin ouvert dimanche à proximité,"People also ask, Video preview",500,12,0.21,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/grand-est/grands-magasins-ouvert-le-dimanche,1,45,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-20 16:35:44
ent francoise,"Sitelinks, Video preview",500,1,,,,,,,,,,,https://www.pagesjaunes.fr/pros/06215323,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 19:16:27
bureau vallée gignac,"Sitelinks, People also ask, Thumbnail",500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/62406427,3,60,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 02:57:07
mairie ozoir la ferriere,"Sitelinks, People also ask, Thumbnail",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/06217643,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 03:04:14
penaud poitiers,"Thumbnail, Video preview",500,0,0.91,,,,,,,,,,https://www.pagesjaunes.fr/pros/00542349,6,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 03:37:52
fleuriste saint maur,Thumbnail,500,0,0.64,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-maur-des-fosses-94/fleuristes,8,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 13:49:20
decathlon dornach,"Thumbnail, People also ask, Sitelinks",500,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/pros/52544469,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 22:37:52
dentiste bonneville,Local pack,500,0,0.29,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/bonneville-74/dentistes,2,27,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 11:31:32
buffalo grill gap,"Thumbnail, Sitelinks",500,0,0.44,,,,,,,,,,https://www.pagesjaunes.fr/pros/51578759,7,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 19:13:21
randstad oyonnax,"People also ask, Sitelinks",500,0,0.11,,,,,,,,,,https://www.pagesjaunes.fr/pros/05425267,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 09:23:07
orange draguignan,"People also ask, Sitelinks",500,0,0.19,,,,,,,,,,https://www.pagesjaunes.fr/pros/07834686,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 03:23:50
grenier saint jean angers,"Thumbnail, People also ask, Knowledge panel, Video preview",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/angers-49/supermarche-ouvert-le-dimanche,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-03 23:02:30
carte grise minute avis,"People also ask, Sitelinks, Bottom ads",500,0,2.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/64009725,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 10:46:52
europcar quimper,"Local pack, Sitelinks, Video preview, Thumbnail",500,0,0.33,,,,,,,,,,https://www.pagesjaunes.fr/pros/04667075,5,36,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 13:51:28
gamm vert provins,People also ask,500,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/provins-77/jardineries-vegetaux-articles-de-jardin,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 00:18:12
min de lomme,"Local pack, Thumbnail, People also ask, Video preview",500,0,0.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/55726145,7,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:31:42
electrodepot fenouillet,"Thumbnail, People also ask, Sitelinks, Video preview",500,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/54338958,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 21:41:40
pharmacie jard sur mer,"Local pack, Thumbnail",500,0,0.38,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/jard-sur-mer-85/pharmacies,8,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 13:24:22
maaf caluire,"People also ask, Sitelinks",500,0,0.18,,,,,,,,,,https://www.pagesjaunes.fr/pros/52998398,3,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 14:17:42
boulanger horaire,"Local pack, People also ask",500,12,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/59046147,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 02:38:51
picard montesson,"Local pack, People also ask",500,1,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/08794027,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 03:01:41
kiabi noyon,"Thumbnail, People also ask, Sitelinks",500,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/noyon-60/shopping-mnemo,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 17:44:28
clinique saint herblain,"Sitelinks, People also ask, Video preview, Thumbnail",500,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-herblain-44/cliniques,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 07:19:43
gamm vert villefranche,"Thumbnail, People also ask, Sitelinks",500,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/05644392,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 02:52:31
pharmacie de garde clamart,"People also ask, Thumbnail",500,1,0.43,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/clamart-92/pharmacie-de-garde,5,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 02:20:55
pharmacie bonnetable,Local pack,500,0,2.19,,,,,,,,,,https://www.pagesjaunes.fr/pros/07743765,9,8,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 19:14:16
pharmacie augny,"Sitelinks, Knowledge panel",500,0,0.09,,,,,,,,,,https://www.pagesjaunes.fr/pros/62875019,10,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 16:48:38
filieris grenay,,500,0,0.41,,,,,,,,,,https://www.pagesjaunes.fr/pros/62662940,5,26,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-21 04:48:28
esdac montpellier,"Thumbnail, People also ask, Video preview",500,1,0.75,,,,,,,,,,https://www.pagesjaunes.fr/pros/57919825,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 20:59:09
beb,"People also ask, Local pack, Thumbnail",500,0,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/00534059,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 05:59:53
restaurant ville la grand,"Thumbnail, Video preview",500,2,0.13,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/ville-la-grand-74/bar-restaurant,4,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 07:48:44
carrefour canet en roussillon,Local pack,500,0,0.22,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/canet-en-roussillon-66/carrefour,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 17:09:39
lycée les bourdonnières,"Sitelinks, People also ask, Knowledge panel, Video preview",500,0,0.83,,,,,,,,,,https://www.pagesjaunes.fr/pros/08595644,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 18:04:51
credit agricole rouffiac,People also ask,500,0,2.87,,,,,,,,,,https://www.pagesjaunes.fr/pros/06419229,7,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 13:10:44
pharmacie la londe les maures,"Local pack, People also ask, Thumbnail",500,0,0.90,,,,,,,,,,https://www.pagesjaunes.fr/pros/02850733,9,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 05:29:48
centre coubertin metz,"Local pack, Sitelinks, People also ask",500,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/52585647,4,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-20 04:43:15
basic fit vichy,"Thumbnail, People also ask, Sitelinks",500,0,0.15,,,,,,,,,,https://www.pagesjaunes.fr/pros/58448191,5,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 22:40:11
lidl lillers,"Thumbnail, People also ask",500,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/55354326,3,39,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 17:31:40
sauvegarde 71,"Sitelinks, Local pack",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/54390207,4,55,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 03:09:12
sncf gare du nord,People also ask,500,1,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/12175772,10,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 16:49:02
sitis châteauroux,"Thumbnail, People also ask, Video preview",500,0,3.50,,,,,,,,,,https://www.pagesjaunes.fr/pros/64239884,1,40,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-07 04:24:51
danone bailleul,People also ask,500,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/08936252,6,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 18:27:51
lycée notre dame de boulogne,"Sitelinks, Local pack, People also ask",500,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/04520210,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 17:51:46
college douzy,"Sitelinks, Local pack",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/12378064,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 15:30:32
panier frais epone,"Sitelinks, People also ask",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/07453561,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 03:36:17
cora alès,"Sitelinks, People also ask, Thumbnail",500,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/quai-mas-d-hours-ales-30/-,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 12:35:03
bleu libellule lattes,"Thumbnail, People also ask, Sitelinks",500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/12076197,7,11,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 20:51:46
pizzeria tarbes,"Thumbnail, Video preview",500,10,0.79,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/tarbes-65/pizza,4,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 13:04:04
310 a table,"Sitelinks, People also ask, Thumbnail, Video preview",500,0,0.61,,,,,,,,,,https://www.pagesjaunes.fr/pros/56094744,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 16:02:59
mouly immobilier,"Sitelinks, People also ask",500,0,0.23,,,,,,,,,,https://www.pagesjaunes.fr/pros/00421232,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-17 09:25:45
taxi saintes,"Local pack, People also ask, Thumbnail, Sitelinks",500,0,0.38,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saintes-17/taxis,6,33,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 00:12:54
hopital saint jean toulon,"Sitelinks, People also ask",500,0,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/00756357,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 18:38:33
téléphérique pic du midi,"People also ask, Knowledge panel, Thumbnail, Video preview",500,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/12263770,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 21:25:15
fnac saint quentin,"Thumbnail, People also ask, Sitelinks",500,1,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/60283774,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 22:30:11
bershka rosny 2,"People also ask, Video preview, Knowledge panel, Sitelinks, Thumbnail",500,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/08916761,6,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 00:42:23
cytia immobilier,"Sitelinks, Local pack, People also ask, Top stories, Thumbnail, Bottom ads, Paid sitelinks",500,1,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/centre/citya,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 17:56:39
boucherie lunel,People also ask,500,0,0.21,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/lunel-34/boucheries-boucheries-charcuteries,3,22,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 10:52:57
cpam les mureaux,"People also ask, Thumbnail, Sitelinks",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/12134055,7,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 21:05:23
toyota concarneau,"Thumbnail, People also ask, Knowledge panel",500,0,0.17,,,,,,,,,,https://www.pagesjaunes.fr/pros/63537767,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 14:33:04
piscine l'isle adam,"People also ask, Video preview",500,0,0.52,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/l-isle-adam-95/piscines-etablissements,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 00:09:07
wokasie dijon,Sitelinks,500,0,0.41,,,,,,,,,,https://www.pagesjaunes.fr/pros/59849961,4,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 08:47:31
macaron saint jean de luz,"People also ask, Thumbnail, Video preview",500,0,0.12,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-jean-de-luz-64/macarons,6,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-21 14:14:53
maaf arcachon,"People also ask, Sitelinks, Video preview",500,0,0.18,,,,,,,,,,https://www.pagesjaunes.fr/pros/05693898,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 10:08:14
basic fit perpignan,"Local pack, People also ask, Thumbnail, Video preview",500,1,0.17,,,,,,,,,,https://www.pagesjaunes.fr/pros/60060348,10,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 15:39:06
armor lux paris,"Local pack, Sitelinks, People also ask, Thumbnail, Shopping",500,0,0.28,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/paris-75/armor-lux,8,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 18:25:39
ollier bois villefranche,,500,0,1.54,,,,,,,,,,https://www.pagesjaunes.fr/pros/57908138,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 03:52:33
maaf epinal,People also ask,500,0,1.47,,,,,,,,,,https://www.pagesjaunes.fr/pros/05580090,4,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15 08:58:05
easy jet nice,"People also ask, Sitelinks, Video preview, Thumbnail",500,0,0.19,,,,,,,,,,https://www.pagesjaunes.fr/pros/52812987,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 17:28:21
basic fit cagny,"Thumbnail, People also ask, Sitelinks",500,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/62898076,5,41,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 01:21:43
mercedes chambery,"Local pack, Thumbnail",500,0,0.20,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/chambery-73/mercedes-benz,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 01:20:46
plansante mutuelle,"People also ask, Sitelinks",500,0,0.93,,,,,,,,,,https://www.pagesjaunes.fr/pros/55641938,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 02:27:09
printpascher,"Sitelinks, People also ask, Video preview",500,0,0.33,,,,,,,,,,https://www.pagesjaunes.fr/pros/50165604,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 21:58:49
gemo gennevilliers,"Thumbnail, People also ask",500,0,0.17,,,,,,,,,,https://www.pagesjaunes.fr/pros/53251577,7,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 22:05:02
cmsi epinal,People also ask,500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/63975146,6,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-21 02:42:27
herboristerie bordeaux,People also ask,500,0,0.22,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/bordeaux-33/herboristerie,8,18,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 17:49:10
dauphiné libéré drome,Sitelinks,500,6,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/05577180,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 01:35:38
fa logistics,"Sitelinks, Knowledge panel",500,0,0.63,,,,,,,,,,https://www.pagesjaunes.fr/pros/63970304,7,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 17:58:53
aqua saint paul,"People also ask, Video preview, Sitelinks",500,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/07427839,6,30,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 08:50:30
supermarché grau du roi,"Thumbnail, People also ask",500,0,0.19,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/le-grau-du-roi-30/supermarches-hypermarches,4,22,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 21:19:06
carrefour market breuillet,"Local pack, Sitelinks",500,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/56197289,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 09:07:17
super u pont saint esprit,"Thumbnail, People also ask",500,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/56524527,5,36,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 13:18:20
leclerc torcy,People also ask,500,0,0.68,,,,,,,,,,https://www.pagesjaunes.fr/pros/56053332,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 14:49:18
accrobranche poitiers,,500,9,0.12,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/poitiers-86/accrobranche,6,40,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 06:06:27
poste meaux,"Local pack, Thumbnail",500,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/08692567,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 11:32:02
cours de piano autour de moi,"People also ask, Video preview",500,0,1.11,,,,,,,,,,https://www.pagesjaunes.fr/activites/ecole-de-musique.html,6,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 23:34:21
gare de lyon boutiques,"People also ask, Thumbnail, Video preview",500,0,0.07,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/quartier-gare-de-lyon-paris-75/commerces,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 14:42:09
bois de chauffage 95,"Local pack, Thumbnail, Shopping, People also ask, Video preview",500,0,0.28,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/val-d-oise-95/bois-de-chauffage,5,98,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 22:07:10
monoprix lecourbe,"People also ask, Thumbnail, Sitelinks, Video preview",500,0,0.18,,,,,,,,,,https://www.pagesjaunes.fr/pros/05232087,4,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 23:59:07
pulp montpellier,"Thumbnail, Video preview, People also ask",500,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/63082882,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 11:56:28
